Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, μmho","Future, NA",Month,,
08/31/1985 01:00,3987.04,0.5,2600,445,0.616,0.084,1.67,1.56,67.8,-9,-9,-9,,8,,
08/31/1985 07:00,3987.29,0.25,1770,317,0.52,0.086,1.62,1.34,68,-9,-9,-9,,8,,
08/31/1985 13:00,3987.54,0.5,1260,211,0.413,0.106,1.6,1.1,75.2,-9,-9,-9,,8,,
09/01/1985 07:00,3988.29,0.75,597,83.6,0.313,0.124,1.91,0.76,79,-9,-9,-9,,9,,
09/02/1985 01:00,3989.04,1.13,498,39.6,0.297,0.165,2.75,0.9,90,-9,-9,-9,,9,,
09/03/1985 13:00,3990.54,1.25,444,38.4,0.309,0.185,3.39,0.8,88.9,-9,-9,-9,,9,,
09/04/1985 13:00,3991.54,1,331,28.5,0.269,0.211,2.91,0.73,89.3,-9,-9,-9,,9,,
09/05/1985 13:00,3992.54,1,279,19.5,0.422,0.312,3.32,0.79,106,-9,-9,-9,,9,,
09/06/1985 13:00,3993.54,1,253,14.9,0.428,0.333,4.11,0.82,110.2,-9,-9,-9,,9,,
09/07/1985 13:00,3994.54,1,257,14.9,0.466,0.387,4.04,0.89,108.8,-9,-9,-9,,9,,
09/08/1985 13:00,3995.54,0.63,257,13.5,0.41,0.307,3.86,0.93,111.1,-9,-9,-9,,9,,
09/08/1985 19:00,3995.79,0.25,417,371,0.693,0.25,3.1,1.71,102.9,-9,-9,-9,,9,,
09/09/1985 01:00,3996.04,0.25,471,192,0.523,0.247,3.11,1.36,98.8,-9,-9,-9,,9,,
09/09/1985 07:00,3996.29,0.88,336,53.7,0.394,0.252,2.81,1.03,104.7,-9,-9,-9,,9,,
09/10/1985 19:00,3997.79,1.13,391,73,0.323,0.283,2.82,0.87,97.8,-9,-9,-9,,9,,
09/11/1985 13:00,3998.54,0.88,283,51.5,0.444,0.377,2.84,1.04,106.4,-9,-9,-9,,9,,
09/12/1985 13:00,3999.54,1,253,24.8,0.435,0.376,4.11,2.2,120.7,-9,-9,-9,,9,,
09/13/1985 13:00,4000.54,1,225,16.1,0.266,0.224,4.55,0.82,116,-9,-9,-9,,9,,
09/14/1985 13:00,4001.54,1,196,12.1,0.19,0.159,4.22,0.7,118.1,-9,-9,-9,,9,,
09/15/1985 13:00,4002.54,0.88,201,15.6,0.243,0.187,4.54,0.71,116.3,-9,-9,-9,,9,,
09/16/1985 07:00,4003.29,0.58,220,18.7,0.291,0.218,4.16,0.74,116.9,-9,-9,-9,,9,,
09/16/1985 17:03,4003.71,0.63,198,13.8,0.221,0.14,4.44,0.68,119.1,-9,-9,-9,,9,,
09/17/1985 13:00,4004.54,0.92,196,14.2,0.352,0.273,4.33,0.66,118.9,-9,-9,-9,,9,,
09/18/1985 13:00,4005.54,1,177,12.1,0.343,0.35,4.49,0.66,118.9,-9,-9,-9,,9,,
09/19/1985 13:00,4006.54,1,218,16.6,0.291,0.234,4.73,0.75,118.7,-9,-9,-9,,9,,
09/20/1985 13:00,4007.54,1,225,10.6,0.247,0.201,4.07,0.89,114.5,-9,-9,-9,,9,,
09/21/1985 13:00,4008.54,1,267,18.4,0.234,0.172,4.26,0.92,115,-9,-9,-9,,9,,
09/22/1985 13:00,4009.54,0.88,210,10.3,0.204,0.137,4.66,0.86,120.3,-9,-9,-9,,9,,
09/23/1985 07:00,4010.29,0.5,218,13.3,0.251,0.173,4.12,0.86,122.3,-9,-9,-9,,9,,
09/23/1985 13:00,4010.54,0.63,203,11.8,0.339,0.117,4.24,0.94,121.9,-9,-9,-9,,9,,
09/24/1985 13:00,4011.54,1,462,22.4,0.331,0.184,4.02,0.92,113.6,-9,-9,-9,,9,,
09/25/1985 13:00,4012.54,1,291,10.3,0.41,0.265,3.13,1.39,111.3,-9,-9,-9,,9,,
09/26/1985 13:00,4013.54,1,253,8.1,0.35,0.241,3.44,1.41,116,-9,-9,-9,,9,,
09/27/1985 13:00,4014.54,1,357,18.2,0.243,0.123,3.69,0.91,120.6,-9,-9,-9,,9,,
09/28/1985 13:00,4015.54,1,196,12.1,0.238,0.108,3.45,0.83,111.4,-9,-9,-9,,9,,
09/29/1985 13:00,4016.54,0.88,196,7.7,0.249,0.131,4.82,0.78,113.1,-9,-9,-9,,9,,
09/30/1985 07:00,4017.29,0.5,190,14.1,0.28,0.139,4.76,0.97,113.7,-9,-9,-9,,9,,
09/30/1985 13:00,4017.54,0.63,184,9.1,0.253,0.101,4.5,0.79,115.4,-9,-9,-9,,9,,
10/01/1985 13:00,4018.54,1,399,17,0.34,0.189,4.08,0.83,111.6,-9,-9,-9,,10,,
10/02/1985 13:00,4019.54,1,307,5.7,0.382,0.247,2.94,1.48,120.3,-9,-9,-9,,10,,
10/03/1985 13:00,4020.54,1,260,5.9,0.29,0.153,3.73,0.87,116.8,-9,-9,-9,,10,,
10/04/1985 13:00,4021.54,1,153,5,0.298,0.168,4.09,0.82,120.7,-9,-9,-9,,10,,
10/05/1985 13:00,4022.54,1,184,5,0.392,0.258,4.47,0.82,118.3,-9,-9,-9,,10,,
10/06/1985 13:00,4023.54,0.88,184,3,0.371,0.25,5.25,0.87,116.9,-9,-9,-9,,10,,
10/07/1985 07:00,4024.29,0.5,196,5.8,0.313,0.207,3.94,0.77,119.3,-9,-9,-9,,10,,
10/07/1985 13:00,4024.54,0.63,184,3.3,0.638,0.473,4.44,0.77,127.7,-9,-9,-9,,10,,
10/08/1985 13:00,4025.54,1,165,8.2,0.213,0.117,5.02,0.61,119.9,-9,-9,-9,,10,,
10/09/1985 13:00,4026.54,1,196,10.2,0.203,0.118,5.36,0.65,116.5,-9,-9,-9,,10,,
10/10/1985 13:00,4027.54,1,177,9.3,0.216,0.12,6.06,0.64,116.1,-9,-9,-9,,10,,
10/11/1985 13:00,4028.54,1,260,12.8,0.227,0.114,4.74,0.72,129,-9,-9,-9,,10,,
10/12/1985 13:00,4029.54,1,210,14,0.266,0.152,4.28,0.73,231,-9,-9,-9,,10,,
10/13/1985 13:00,4030.54,0.88,260,14.2,0.292,0.173,5.13,0.85,131.3,-9,-9,-9,,10,,
10/14/1985 07:00,4031.29,1,267,19.9,0.233,0.131,3.92,0.81,128.1,-9,-9,-9,,10,,
10/21/1985 13:00,4038.54,1,551,17.5,0.25,0.108,3.52,0.92,119.1,-9,-9,-9,,10,,
10/22/1985 13:00,4039.54,1,239,13.4,0.265,0.129,4.51,0.76,116.5,-9,-9,-9,,10,,
10/23/1985 13:00,4040.54,1,210,15.9,0.336,0.183,5.02,1.11,120.5,-9,-9,-9,,10,,
10/24/1985 13:00,4041.54,1,417,35.6,0.344,0.163,4.62,0.99,113.6,-9,-9,-9,,10,,
10/25/1985 13:00,4042.54,1,453,78.3,0.338,0.114,2.42,1,94.8,-9,-9,-9,,10,,
10/26/1985 13:00,4043.54,1,348,18.2,0.238,0.119,2.68,0.95,117.4,-9,-9,-9,,10,,
10/27/1985 13:00,4044.54,0.88,307,18.9,0.26,-9,2.85,1.47,131.7,-9,-9,-9,,10,,
10/28/1985 07:00,4045.29,0.5,260,13.1,0.217,0.09,3.77,0.82,136.3,-9,-9,-9,,10,,
10/28/1985 13:00,4045.54,0.63,253,14.2,0.2,0.102,3.49,0.72,127.9,-9,-9,-9,,10,,
10/29/1985 13:00,4046.54,1,243,19.5,0.217,0.118,4.24,0.7,129.7,-9,-9,-9,,10,,
10/30/1985 13:00,4047.54,1,243,12,0.241,0.107,5.14,0.77,301,-9,-9,-9,,10,,
10/31/1985 13:00,4048.54,1,267,15,0.263,0.133,4.31,0.91,199,-9,-9,-9,,10,,
11/01/1985 13:00,4049.54,1,221,16.3,0.232,0.104,4.4,0.83,131.4,-9,-9,-9,,11,,
11/02/1985 13:00,4050.54,1,271,16,0.247,0.109,4.09,0.77,133.8,-9,-9,-9,,11,,
11/03/1985 13:00,4051.54,0.63,547,48.8,0.363,0.166,3.43,1,124.8,-9,-9,-9,,11,,
11/03/1985 19:00,4051.79,0.25,1130,192,0.537,0.127,2.84,1.57,117.9,-9,-9,-9,,11,,
11/04/1985 01:00,4052.04,0.25,1390,137,0.493,0.119,2.53,1.34,101.1,-9,-9,-9,,11,,
11/04/1985 07:00,4052.29,0.25,1310,135,0.693,0.109,1.9,1.61,85.8,-9,-9,-9,,11,,
11/04/1985 13:00,4052.54,0.25,1160,110,0.527,0.096,1.8,1.09,81.8,-9,-9,-9,,11,,
11/04/1985 19:00,4052.79,0.25,3010,571,1.06,0.095,1.45,1.87,73.7,-9,-9,-9,,11,,
11/05/1985 01:00,4053.04,0.25,4420,635,1.35,0.068,1.22,2.63,66.6,-9,-9,-9,,11,,
11/05/1985 07:00,4053.29,0.25,7300,960,1.23,0.053,0.99,3.29,46.5,-9,-9,-9,,11,,
11/05/1985 13:00,4053.54,0.25,8200,637,0.839,0.033,0.88,2.18,41.1,-9,-9,-9,,11,,
11/05/1985 19:00,4053.79,0.25,8650,346,0.598,0.026,0.94,1.59,43.1,-9,-9,-9,,11,,
11/06/1985 01:00,4054.04,0.25,8170,302,0.502,0.023,0.98,1.34,45.2,-9,-9,-9,,11,,
11/06/1985 07:00,4054.29,0.25,6580,271,0.446,0.028,1.07,1.28,48.2,-9,-9,-9,,11,,
11/06/1985 13:00,4054.54,0.63,5080,260,0.409,0.025,1.05,1.2,50.5,-9,-9,-9,,11,,
11/07/1985 13:00,4055.54,1,3040,140,0.29,0.026,1.03,1.2,55.6,-9,-9,-9,,11,,
11/08/1985 13:00,4056.54,1,2620,134,0.248,0.017,1.09,0.98,57.1,-9,-9,-9,,11,,
11/09/1985 13:00,4057.54,1,2420,148,0.245,0.019,1.4,0.94,52.8,-9,-9,-9,,11,,
11/10/1985 13:00,4058.54,0.88,3630,219,0.29,0.022,1.14,0.95,50.8,-9,-9,-9,,11,,
11/11/1985 07:00,4059.29,0.5,4840,211,0.34,0.024,0.98,1.2,44.9,-9,-9,-9,,11,,
11/11/1985 13:00,4059.54,0.38,4230,165,0.299,0.012,1.12,0.95,47.3,-9,-9,-9,,11,,
11/12/1985 01:00,4060.04,0.5,3300,133,0.289,0.018,1.27,0.94,50,-9,-9,-9,,11,,
11/12/1985 13:00,4060.54,0.5,2800,106,0.239,0.006,1.28,0.85,50.5,-9,-9,-9,,11,,
11/13/1985 01:00,4061.04,0.5,2720,109,0.254,0.011,1.22,0.92,53,-9,-9,-9,,11,,
11/13/1985 13:00,4061.54,0.5,2720,104,0.242,0.013,1.26,0.82,56.1,-9,-9,-9,,11,,
11/14/1985 01:00,4062.04,0.5,2640,83.9,0.224,0.007,1.17,0.86,54.7,-9,-9,-9,,11,,
11/14/1985 13:00,4062.54,0.38,2440,97,0.232,0.005,1.17,0.92,55.6,-9,-9,-9,,11,,
11/14/1985 19:00,4062.79,0.25,3370,272,0.46,0.008,0.96,1.37,47.8,-9,-9,-9,,11,,
11/15/1985 01:00,4063.04,0.38,3800,343,0.437,0.008,1.04,1.36,49.1,-9,-9,-9,,11,,
11/15/1985 13:00,4063.54,0.88,3220,132,0.268,0.005,0.98,0.98,48.7,-9,-9,-9,,11,,
11/16/1985 19:00,4064.79,0.75,6040,430,0.495,0.008,0.77,1.44,38.7,-9,-9,-9,,11,,
11/17/1985 01:00,4065.04,0.38,6510,275,0.412,0.004,0.75,1.29,37,-9,-9,-9,,11,,
11/17/1985 13:00,4065.54,0.63,4370,159,0.279,0.003,0.89,1.02,43.5,-9,-9,-9,,11,,
11/18/1985 07:00,4066.29,0.5,3310,126,0.258,0.006,1.07,0.92,47.8,-9,-9,-9,,11,,
11/18/1985 13:00,4066.54,0.63,3090,112,0.219,0.025,1.02,0.86,42.1,-9,-9,-9,,11,,
11/19/1985 13:00,4067.54,1,2410,90,0.202,0.023,1.16,0.77,48.5,-9,-9,-9,,11,,
11/20/1985 13:00,4068.54,1,2240,80.1,0.199,0.027,1.23,0.72,48.4,-9,-9,-9,,11,,
11/21/1985 13:00,4069.54,1,1950,75.1,0.208,0.027,1.24,0.91,50.4,-9,-9,-9,,11,,
11/22/1985 13:00,4070.54,1,1700,64.6,0.188,0.024,1.69,0.89,56.1,-9,-9,-9,,11,,
11/23/1985 13:00,4071.54,1,1490,63.9,0.185,0.022,1.8,0.91,56.9,-9,-9,-9,,11,,
11/24/1985 13:00,4072.54,0.88,1210,47.3,0.177,0.02,1.67,0.85,60.4,-9,-9,-9,,11,,
11/25/1985 07:00,4073.29,0.5,1080,35.8,0.17,0.025,1.67,0.74,61.4,-9,-9,-9,,11,,
11/25/1985 13:00,4073.54,0.63,1020,36.4,0.158,0.031,1.84,0.78,63.1,-9,-9,-9,,11,,
11/26/1985 13:00,4074.54,0.63,1290,214,0.469,0.074,1.7,1.23,65.2,-9,-9,-9,,11,,
11/26/1985 19:00,4074.79,0.25,3200,326,0.495,0.048,1.08,1.4,48.3,-9,-9,-9,,11,,
11/27/1985 01:00,4075.04,0.25,3780,389,0.529,0.044,0.86,1.76,43.8,-9,-9,-9,,11,,
11/27/1985 07:00,4075.29,0.25,3400,179,0.325,0.032,0.86,1.18,48.9,-9,-9,-9,,11,,
11/27/1985 13:00,4075.54,0.63,3080,122,0.258,0.04,0.86,1.05,51.4,-9,-9,-9,,11,,
11/28/1985 13:00,4076.54,1,3020,91.6,0.314,0.039,1.05,1.09,52.9,-9,-9,-9,,11,,
11/29/1985 13:00,4077.54,1,2300,45.4,0.203,0.035,0.99,0.75,51.3,-9,-9,-9,,11,,
11/30/1985 13:00,4078.54,1,1970,-9,0.165,0.03,1.07,0.83,55.6,-9,-9,-9,,11,,
12/01/1985 13:00,4079.54,0.88,1870,-9,0.163,0.03,1.27,0.79,56.3,-9,-9,-9,,12,,
12/02/1985 07:00,4080.29,0.63,2140,-9,0.219,0.031,1.34,1.01,59.1,-9,-9,-9,,12,,
12/02/1985 19:00,4080.79,0.75,1820,50.2,0.18,-0.004,1.21,1.01,54.3,-9,-9,-9,,12,,
12/03/1985 19:00,4081.79,1,1570,45.7,0.19,0.004,1.57,1.04,64.2,-9,-9,-9,,12,,
12/04/1985 19:00,4082.79,1,1400,34.9,0.18,0.009,1.61,0.97,84.4,-9,-9,-9,,12,,
12/05/1985 19:00,4083.79,1,1250,27.5,0.176,0.006,1.75,0.79,76.5,-9,-9,-9,,12,,
12/06/1985 19:00,4084.79,1,1410,36.2,0.219,0.012,1.56,1.02,114.8,-9,-9,-9,,12,,
12/07/1985 19:00,4085.79,1,1330,27,0.197,0.006,1.51,1.1,117.9,-9,-9,-9,,12,,
12/08/1985 19:00,4086.79,0.88,1140,21.7,0.216,0.021,1.81,1.01,94,-9,-9,-9,,12,,
12/09/1985 13:00,4087.54,0.5,1080,19.7,0.204,0.028,1.83,0.93,86.7,-9,-9,-9,,12,,
12/09/1985 19:00,4087.79,0.63,1080,15.7,0.181,0.005,1.8,0.66,79.8,-9,-9,-9,,12,,
12/10/1985 19:00,4088.79,0.63,1790,56.2,0.268,-0.004,2.13,0.77,87.6,-9,-9,-9,,12,,
12/11/1985 01:00,4089.04,0.25,1900,163,0.368,0.015,1.87,1.03,87.3,-9,-9,-9,,12,,
12/11/1985 07:00,4089.29,0.25,3200,146,0.423,0,1.64,1.31,81.4,-9,-9,-9,,12,,
12/11/1985 13:00,4089.54,0.25,5080,298,0.537,0.009,1.38,1.39,76,-9,-9,-9,,12,,
12/11/1985 19:00,4089.79,0.63,4950,483,0.571,0,0.94,1.48,57.6,-9,-9,-9,,12,,
12/12/1985 19:00,4090.79,1,3560,131,0.273,-0.005,0.98,0.85,52.4,-9,-9,-9,,12,,
12/13/1985 19:00,4091.79,1,2610,74.8,0.206,-0.006,1.3,0.75,51.1,-9,-9,-9,,12,,
12/14/1985 19:00,4092.79,1,2240,48.2,0.183,-0.007,1.28,0.86,83.6,-9,-9,-9,,12,,
12/15/1985 19:00,4093.79,0.88,2040,45.8,0.191,-0.003,1.28,0.95,75,-9,-9,-9,,12,,
12/16/1985 13:00,4094.54,0.5,1840,37,0.181,-0.006,1.48,0.8,65.1,-9,-9,-9,,12,,
12/16/1985 19:00,4094.79,0.63,1820,41.3,0.165,0.007,1.6,0.69,65.1,-9,-9,-9,,12,,
12/17/1985 19:00,4095.79,1,1620,40.2,0.156,0.003,1.84,0.6,84.4,-9,-9,-9,,12,,
12/18/1985 19:00,4096.79,1,1290,43.9,0.335,0.009,2.05,0.75,90.7,-9,-9,-9,,12,,
12/19/1985 19:00,4097.79,1,1010,46.9,0.481,0.019,2.38,1.05,88.9,-9,-9,-9,,12,,
12/20/1985 19:00,4098.79,1,980,37.2,0.4,0.017,2.5,1,84.5,-9,-9,-9,,12,,
12/21/1985 19:00,4099.79,1,945,39.2,0.492,0.036,2.63,1.03,86.8,-9,-9,-9,,12,,
12/22/1985 19:00,4100.79,0.88,843,28.4,0.286,0.016,2.68,0.73,98.2,-9,-9,-9,,12,,
12/23/1985 13:00,4101.54,0.5,823,25.6,0.261,-0.001,2.65,0.72,104.7,-9,-9,-9,,12,,
12/23/1985 19:00,4101.79,0.63,858,23.7,0.225,-0.002,2.68,0.71,113.5,-9,-9,-9,,12,,
12/24/1985 19:00,4102.79,1,929,29.4,0.275,0.048,3.05,0.72,245,-9,-9,-9,,12,,
12/25/1985 19:00,4103.79,1,798,37.4,0.244,0.044,2.6,0.69,270,-9,-9,-9,,12,,
12/26/1985 19:00,4104.79,1,696,15.9,0.181,0.043,2.58,0.59,196,-9,-9,-9,,12,,
12/27/1985 19:00,4105.79,1,778,38.3,0.258,0.059,3.08,0.75,133.7,-9,-9,-9,,12,,
12/28/1985 19:00,4106.79,1,691,25.9,0.231,0.047,2.79,0.72,130.3,-9,-9,-9,,12,,
12/29/1985 19:00,4107.79,0.88,672,20.8,0.221,0.048,2.84,0.72,129.9,-9,-9,-9,,12,,
12/30/1985 13:00,4108.54,0.88,639,18.5,0.258,0.061,2.54,0.78,114.4,-9,-9,-9,,12,,
12/31/1985 13:00,4109.54,1,667,21.1,0.213,0.038,2.51,1.28,114.1,-9,-9,-9,,12,,
01/01/1986 13:00,4110.54,1,662,19.5,0.211,0.045,2.36,1.95,122.2,-9,-9,-9,,1,,
01/02/1986 13:00,4111.54,1,643,16,0.198,0.037,2.05,1.59,135.8,-9,-9,-9,,1,,
01/03/1986 13:00,4112.54,1,734,20.3,0.216,0.05,2.77,1.38,133.1,-9,-9,-9,,1,,
01/04/1986 13:00,4113.54,1,843,29.3,0.291,0.06,2.02,2.18,248,-9,-9,-9,,1,,
01/05/1986 13:00,4114.54,0.88,833,22.8,0.216,0.039,2.3,1.27,237,-9,-9,-9,,1,,
01/06/1986 07:00,4115.29,0.63,793,17.9,0.196,0.039,1.78,1.38,207,-9,-9,-9,,1,,
01/06/1986 19:00,4115.79,0.75,783,15.1,0.177,0.015,2.14,1.4,234,-9,-9,-9,,1,,
01/07/1986 19:00,4116.79,1,681,13,0.181,0.013,2.25,1.35,209,-9,-9,-9,,1,,
01/08/1986 19:00,4117.79,1,597,16.6,0.237,0.018,2.23,1.54,133.5,-9,-9,-9,,1,,
01/09/1986 19:00,4118.79,1,643,22.3,0.25,0.014,2.28,1.63,120.8,-9,-9,-9,,1,,
01/10/1986 19:00,4119.79,1,653,15.8,0.218,0.013,2.3,1.55,116.6,-9,-9,-9,,1,,
01/11/1986 19:00,4120.79,1,639,13.4,0.208,0.02,2.32,1.63,112,-9,-9,-9,,1,,
01/12/1986 19:00,4121.79,0.88,592,18,0.304,0.013,2.23,1.94,114.6,-9,-9,-9,,1,,
01/13/1986 13:00,4122.54,0.44,629,16.9,0.215,0.015,1.48,2.29,138.9,-9,-9,-9,,1,,
01/13/1986 16:05,4122.67,0.5,611,19.6,0.236,0.008,1.98,1.67,198,-9,-9,-9,,1,,
01/14/1986 13:00,4123.54,0.94,588,18.9,0.205,0.013,2.33,1.45,194,-9,-9,-9,,1,,
01/15/1986 13:00,4124.54,1,565,14.6,0.192,0.012,2.65,1.33,215,-9,-9,-9,,1,,
01/16/1986 13:00,4125.54,1,578,20.3,0.207,0.017,2.58,1.34,206,-9,-9,-9,,1,,
01/17/1986 13:00,4126.54,0.63,672,24.4,0.211,0.009,2.18,1.3,295,-9,-9,-9,,1,,
01/17/1986 19:00,4126.79,0.25,1410,269,0.661,0.015,2.44,2.27,416,-9,-9,-9,,1,,
01/18/1986 01:00,4127.04,0.25,2410,425,0.771,0.006,1.86,2.36,398,-9,-9,-9,,1,,
01/18/1986 07:00,4127.29,0.25,2550,338,0.587,0.007,1.66,2.15,348,-9,-9,-9,,1,,
01/18/1986 13:00,4127.54,0.25,2680,270,0.471,0.004,1.39,1.7,313,-9,-9,-9,,1,,
01/18/1986 19:00,4127.79,0.25,3560,382,0.54,0.006,1.27,1.61,234,-9,-9,-9,,1,,
01/19/1986 01:00,4128.04,0.25,3610,438,0.558,0.005,1.28,1.74,134.6,-9,-9,-9,,1,,
01/19/1986 07:00,4128.29,0.25,3280,257,0.408,0.005,1.22,1.44,130.8,-9,-9,-9,,1,,
01/19/1986 13:00,4128.54,0.25,3770,242,0.382,0.005,1.24,1.36,138.1,-9,-9,-9,,1,,
01/19/1986 19:00,4128.79,0.25,4180,313,0.393,0.004,1.22,1.39,129.5,-9,-9,-9,,1,,
01/20/1986 01:00,4129.04,0.25,4880,338,0.414,0.004,1.2,1.46,129.2,-9,-9,-9,,1,,
01/20/1986 07:00,4129.29,0.25,5460,503,0.56,0.003,1.14,1.72,124.9,-9,-9,-9,,1,,
01/20/1986 13:00,4129.54,0.63,4860,271,0.373,0.012,1.43,1.13,128.5,-9,-9,-9,,1,,
01/21/1986 13:00,4130.54,1,2750,119,0.253,0.009,1.47,0.88,120.2,-9,-9,-9,,1,,
01/22/1986 13:00,4131.54,1,2520,71.8,0.211,0.012,1.54,0.82,121,-9,-9,-9,,1,,
01/23/1986 13:00,4132.54,1,2450,61.3,0.187,0.009,1.65,0.79,95,-9,-9,-9,,1,,
01/24/1986 13:00,4133.54,1,2110,62.3,0.177,-0.002,1.78,0.84,84,-9,-9,-9,,1,,
01/25/1986 13:00,4134.54,1,1840,47.5,0.171,0.008,1.33,0.89,81.1,-9,-9,-9,,1,,
01/26/1986 13:00,4135.54,0.88,1630,43.9,0.187,0.007,1.4,0.95,101.7,-9,-9,-9,,1,,
01/27/1986 07:00,4136.29,1,1410,39.9,0.177,0.005,1.52,0.88,100.1,-9,-9,-9,,1,,
01/28/1986 13:00,4137.54,1.13,1060,44,0.163,0.009,2.12,0.88,113.4,-9,-9,-9,,1,,
01/29/1986 13:00,4138.54,1,909,35.1,0.207,0.014,2.06,1.01,126.3,-9,-9,-9,,1,,
01/30/1986 13:00,4139.54,1,858,31.8,0.158,0.009,1.99,0.84,131.5,-9,-9,-9,,1,,
01/31/1986 13:00,4140.54,1,813,23.8,0.151,0.012,2.3,1.01,191,-9,-9,-9,,1,,
02/01/1986 13:00,4141.54,0.63,788,21.1,0.158,0.014,2.46,0.88,172,-9,-9,-9,,2,,
02/01/1986 19:00,4141.79,0.25,843,27.1,0.175,0.018,2.09,1.04,197,-9,-9,-9,,2,,
02/02/1986 01:00,4142.04,0.25,1490,138,0.327,0.016,1.83,1.22,336,-9,-9,-9,,2,,
02/02/1986 07:00,4142.29,0.25,2820,316,0.507,0.017,1.67,1.76,377,-9,-9,-9,,2,,
02/02/1986 13:00,4142.54,0.25,2580,292,0.472,0.008,1.37,1.77,303,-9,-9,-9,,2,,
02/02/1986 19:00,4142.79,0.25,2190,158,0.334,0.013,1.28,1.33,258,-9,-9,-9,,2,,
02/03/1986 01:00,4143.04,0.25,2030,96.7,0.268,0.015,1.34,1.02,219,-9,-9,-9,,2,,
02/03/1986 07:00,4143.29,0.25,1900,82.8,0.247,0.014,1.4,1.07,201,-9,-9,-9,,2,,
02/03/1986 13:00,4143.54,0.5,1780,59.7,0.207,0.016,1.77,0.72,238,-9,-9,-9,,2,,
02/04/1986 07:00,4144.29,0.5,1630,53.5,0.269,0.025,0.76,0.82,203,-9,-9,-9,,2,,
02/04/1986 13:00,4144.54,0.25,3140,235,0.361,0.022,1.47,1.2,234,-9,-9,-9,,2,,
02/04/1986 19:00,4144.79,0.25,5610,607,0.641,0.009,1.1,1.88,123,-9,-9,-9,,2,,
02/05/1986 01:00,4145.04,0.25,7010,620,0.645,0.008,0.98,1.75,106.3,-9,-9,-9,,2,,
02/05/1986 07:00,4145.29,0.25,7080,422,0.5,0.006,0.99,1.35,103.2,-9,-9,-9,,2,,
02/05/1986 13:00,4145.54,0.38,5990,292,0.371,0.005,1.07,1.02,99.7,-9,-9,-9,,2,,
02/06/1986 01:00,4146.04,0.5,4160,195,0.326,0.01,1.2,1.1,96.1,-9,-9,-9,,2,,
02/06/1986 13:00,4146.54,0.75,3560,146,0.254,0.008,1.2,0.97,87.4,-9,-9,-9,,2,,
02/07/1986 13:00,4147.54,1,2900,97.2,0.225,0.011,1.45,1.54,108.2,-9,-9,-9,,2,,
02/08/1986 13:00,4148.54,1,2810,88.9,0.204,0.008,1.3,1.37,124.8,-9,-9,-9,,2,,
02/09/1986 13:00,4149.54,0.88,2370,107,0.19,0.009,1.31,1.01,102.5,-9,-9,-9,,2,,
02/10/1986 07:00,4150.29,0.51,2110,86.2,0.191,0.012,1.38,0.89,94.9,-9,-9,-9,,2,,
02/10/1986 13:26,4150.56,0.63,1980,120,0.198,0.01,1.62,0.77,85.1,-9,-9,-9,,2,,
02/11/1986 13:00,4151.54,0.99,1590,60.1,0.226,0.009,1.77,0.86,83.3,-9,-9,-9,,2,,
02/12/1986 13:00,4152.54,1,1310,46.5,0.185,0.005,2.18,1.05,87.6,-9,-9,-9,,2,,
02/13/1986 13:00,4153.54,1,1080,39.2,0.177,0.01,1.96,0.95,89.6,-9,-9,-9,,2,,
02/14/1986 13:00,4154.54,1,950,28.5,0.182,0.011,1.92,1.32,94.7,-9,-9,-9,,2,,
02/15/1986 13:00,4155.54,1,893,27.9,0.217,-0.001,2.08,1.54,115.6,-9,-9,-9,,2,,
02/16/1986 13:00,4156.54,0.88,813,22.9,0.185,0.006,2.18,1.46,179,-9,-9,-9,,2,,
02/17/1986 07:00,4157.29,0.63,843,25.5,0.188,0.007,1.83,1.41,229,-9,-9,-9,,2,,
02/17/1986 19:00,4157.79,0.75,1601.8,23.9,0.189,0.026,1.98,1.02,173.2,-9,-9,-9,,2,,
02/18/1986 19:00,4158.79,1,2931,150,0.314,0.021,1.16,1.17,159.1,-9,-9,-9,,2,,
02/19/1986 19:00,4159.79,1,3101.6,172,0.282,0.022,1.37,1.06,135.3,-9,-9,-9,,2,,
02/20/1986 19:00,4160.79,0.75,3028.1,102,0.292,0.008,1.01,1.03,106.9,-9,-9,-9,,2,,
02/21/1986 07:00,4161.29,0.38,3523.1,93,0.243,0.008,1.08,0.98,101.7,-9,-9,-9,,2,,
02/21/1986 13:00,4161.54,0.25,3707,296,0.356,0.01,1.05,1.25,111.8,-9,-9,-9,,2,,
02/21/1986 19:00,4161.79,0.25,3567,793,0.647,0.009,1,2.12,106.7,-9,-9,-9,,2,,
02/22/1986 01:00,4162.04,0.5,3427,262,0.385,0.013,0.93,1.33,113.4,-9,-9,-9,,2,,
02/22/1986 19:00,4162.79,0.88,3024.5,115,0.228,0.011,1.04,0.97,112.8,-9,-9,-9,,2,,
02/23/1986 19:00,4163.79,0.88,2536.1,73,0.18,0.01,0.91,0.84,98.6,-9,-9,-9,,2,,
02/24/1986 13:00,4164.54,0.5,2200.6,54.5,0.169,0.012,1.1,0.76,88.2,-9,-9,-9,,2,,
