,Flow,TP,TKN,chla
2018-05-01,22342.127881951645,0.005,38.0,0.012
2018-05-02,31568.16426421617,0.007,39.0,0.011559208248256292
2018-05-03,54839.99085347636,0.011,40.3,0.01115981562827508
2018-05-04,88964.82656279103,0.01,38.6,0.010801822140056363
2018-05-05,56339.741662897766,0.007,37.2,0.010485227783600141
2018-05-06,50607.41515967693,0.008,37.2,0.010210032558906415
2018-05-07,48100.49075067128,0.007,39.13333333333333,0.009976236465975183
2018-05-08,56567.27318863381,0.003,40.1,0.009783839504806451
2018-05-09,40874.93763948381,0.003,39.9,0.009632841675400211
2018-05-10,55774.582711876,0.004,40.8,0.009523242977756467
2018-05-11,23939.741713195013,0.005,41.4,0.00945504341187522
2018-05-12,37378.83589774734,-0.005870076573283048,44.2876262335814,0.009428242977756468
2018-05-13,107279.89109676934,0.0025,41.55,0.009442841675400212
2018-05-14,227466.07984019502,0.051250000000000004,28.425,0.00949883950480645
2018-05-15,351572.90589536267,0.07200000000000001,25.46666666666667,0.009596236465975185
2018-05-16,216032.62067195907,0.07150000000000001,28.25,0.009735032558906415
2018-05-17,80736.9930031104,0.046,33.9,0.009915227783600142
2018-05-18,59696.44331139073,0.047,36.9,0.010136822140056363
2018-05-19,69238.08793903106,0.046,37.9,0.01039981562827508
2018-05-20,61409.046193274895,0.048,37.9,0.010704208248256292
2018-05-21,109949.10501696309,0.04733333333333334,37.93333333333333,0.01105
2018-05-22,198994.66857275722,0.044,34.0,0.011437190883506204
2018-05-23,410214.92568842816,0.060682576882253494,29.188243822724814,0.011865780898774903
2018-05-24,694616.834502538,0.09527257776568078,24.651807354983557,0.012335770045806098
2018-05-25,668967.1514194085,0.112,23.4,0.01284715832459979
2018-05-26,396655.1379480085,0.11299999999999999,24.966666666666665,0.013399945735155974
2018-05-27,492079.7394762302,0.14133333333333334,24.2,0.013994132277474656
2018-05-28,288271.43351760576,0.16075,24.275,0.014629717951555831
2018-05-29,208045.774803515,0.118,26.9,0.015306702757399508
2018-05-30,156424.2540802081,0.11,30.4,0.016025086695005675
2018-05-31,123532.49244585002,0.1,32.5,0.01678486976437434
2018-06-01,238374.74855391067,0.094,33.7,0.017586051965505497
2018-06-02,504826.39806853945,0.12833333333333333,24.0,0.018331266365553926
2018-06-03,349328.5805949126,0.13333333333333333,25.5,0.01892314603167438
2018-06-04,169793.15838626862,0.11866666666666666,28.2,0.019361690963866873
2018-06-05,158298.33094809848,0.108,31.2,0.019646901162131396
2018-06-06,146447.51486938627,0.087011637399234,34.3787838280779,0.019778776626467955
2018-06-07,124623.66513916482,0.072,36.2,0.019757317356876546
2018-06-08,126160.11458176945,0.072,36.4,0.019582523353357164
2018-06-09,329321.3013085963,0.0455,38.45,0.019254394615909835
2018-06-10,1126052.7053424725,0.09699999999999999,24.533333333333335,0.018772931144534523
2018-06-11,1015726.419928904,0.17525000000000002,13.775,0.018138132939231243
2018-06-12,691703.9934893753,0.13233333333333333,15.133333333333333,0.01735
2018-06-13,433296.6843685111,0.13533333333333333,17.166666666666668,0.016408532326840797
2018-06-14,289172.99660614046,0.139,18.05,0.015313729919753619
2018-06-15,248278.4863622923,0.13,21.2,0.014065592778738477
2018-06-16,161916.81617996516,0.119,23.2,0.012664120903795368
2018-06-17,111879.45312240109,0.099,25.1,0.011109314294924292
2018-06-18,95434.38783040388,0.082,26.233333333333334,0.009401172952125251
2018-06-19,96150.41894006784,0.061,27.2,0.0076090411889926275
2018-06-20,91501.92540352514,0.054,29.3,0.006148984887092735
2018-06-21,108138.63911325698,0.043,29.3,0.0050903483600199554
2018-06-22,96639.73404917761,0.04,31.2,0.004433131607774294
2018-06-23,185450.42635259902,0.037500000000000006,32.05,0.004177334630355746
2018-06-24,154705.12699686913,0.06066666666666667,29.066666666666666,0.004322957427764315
2018-06-25,206621.46007341467,0.078,25.5,0.00487
2018-06-26,214880.28359000557,0.075,29.5,0.005818462347062801
2018-06-27,182808.12476340635,0.091,23.7,0.007168344468952716
2018-06-28,139092.7129155404,0.094,27.0,0.008919646365669748
2018-06-29,128349.7996950356,0.071,27.4,0.010973203716789216
2018-06-30,101447.25499618101,0.059,28.9,0.01273403059976309
2018-07-01,92886.68716230575,0.066,30.5,0.014102962694166683
2018-07-02,98110.9414772343,0.04966666666666667,29.866666666666664,0.01508
2018-07-03,83614.16584467581,0.025,30.4,0.01566514251726304
2018-07-04,66429.41921274104,0.015,33.3,0.01585839024595581
2018-07-05,63752.865565910644,0.023,29.8,0.0156597431860783
2018-07-06,101628.30158655164,0.0385,27.9,0.015109890989449586
2018-07-07,133650.10642135347,0.04982890402014505,27.218103181836767,0.014452971566984095
2018-07-08,151157.0958167392,0.055293580907181374,27.408526919304727,0.013729674570500899
2018-07-09,154149.26977270877,0.05489403066110902,28.471271212403877,0.01294
2018-07-10,142626.62828926218,0.04863025328192794,30.40633606113422,0.012083947855481395
2018-07-11,116589.17136639943,0.03650224876963815,33.213721465495745,0.011161518136945084
2018-07-12,88030.07313474512,0.023374064355777314,36.26400915261762,0.01017271084439107
2018-07-13,68942.50772492377,0.014109747271883084,38.927780849628974,0.009145613611819392
2018-07-14,59326.47513693538,0.008709297517955454,41.205036556529826,0.008248752243230302
2018-07-15,59181.975370779954,0.007172715093994425,43.09577627332017,0.007510214372623837
2018-07-16,68509.00842645751,0.009500000000000001,44.599999999999994,0.0069299999999999995
2018-07-17,84419.08919916138,0.016,45.9,0.00650810912535879
2018-07-18,87049.15791062631,0.026,48.0,0.006244541748700208
2018-07-19,69370.20301849068,0.025,50.4,0.0061392978700242525
2018-07-20,81605.52732178022,0.016,51.9,0.006234386523307525
2018-07-21,67775.03576279288,0.018,52.5,0.006781861912409607
2018-07-22,88260.21280567299,0.022,59.1,0.007823733071307098
2018-07-23,89490.84030508401,0.025333333333333333,60.23333333333333,0.00936
2018-07-24,83672.88365776898,0.029,59.4,0.01139066269848831
2018-07-25,78921.6339483132,0.026,53.6,0.013915721166772031
2018-07-26,85732.90026712108,0.02,50.2,0.01693517540485116
2018-07-27,80343.09434027705,0.017,50.5,0.02027867949323342
2018-07-28,97031.1861364654,0.009,50.0,0.022924157914965115
2018-07-29,72619.2553429795,0.014,49.1,0.024701264750553974
2018-07-30,74167.12213813003,0.018000000000000002,49.96666666666666,0.02561
2018-07-31,67779.92891388397,0.019,50.3,0.025650363663303175
