,Flow,TP,TKN,chla
2018-06-04,720516.4981641218,0.20766666666666667,1.3226666666666667,0.008189990460903714
2018-06-05,403195.6499064424,0.157,0.835,0.0069085064743284914
2018-06-06,301907.42232072196,0.129,0.729,0.005763161110313911
2018-06-07,247104.13010042883,0.116,0.662,0.004753954368859978
2018-06-08,216766.59333562368,0.115,0.664,0.0038808862499666898
2018-06-09,178110.69971595268,0.112,0.847,0.0031439567536340504
2018-06-10,2632352.1819741395,0.4243333333333334,4.366333333333333,0.002543165879862054
2018-06-11,5583268.888108277,0.44525000000000003,2.88525,0.002078513628650705
2018-06-12,4753043.86485584,0.33933333333333326,2.956,0.00175
2018-06-13,6333205.457207625,0.5103333333333334,2.9909999999999997,0.0015576249939099434
2018-06-14,3424838.777436488,0.2935,1.9475,0.001501388610380532
2018-06-15,1559691.9102873602,0.217,1.116,0.001581290849411766
2018-06-16,824006.643740836,0.179,0.966,0.0017973317110036478
2018-06-17,496654.8357464065,0.153,0.816,0.0021495111951561727
2018-06-18,380850.2599237632,0.13833333333333334,0.8969999999999999,0.0026378293018693446
2018-06-19,306555.9158572647,0.131,0.828,0.0032622860311431637
2018-06-20,315363.58782124036,0.137,0.833,0.004022881382977629
2018-06-21,284292.07839277067,0.147,0.963,0.004919615357372738
2018-06-22,228020.8408451482,0.143,1.141,0.005952487954328494
2018-06-23,1159799.137367409,0.1935,1.5405,0.00697491079219768
2018-06-24,2276456.9926149733,0.3416666666666666,2.705,0.007840295489333082
2018-06-25,1232176.997256561,0.24866666666666667,1.8406666666666667,0.008548642045734696
2018-06-26,550479.4977484802,0.184,1.016,0.009099950461402526
2018-06-27,1574779.1261515778,0.389,1.4426666666666665,0.00949422073633657
2018-06-28,4144743.631714223,0.38599999999999995,1.668,0.009731452870536828
2018-06-29,2391405.266996675,0.27649999999999997,1.506,0.0098116468640033
2018-06-30,1106096.8041426127,0.212,1.213,0.009734802716735986
2018-07-01,578859.7740768462,0.167,0.94,0.009500920428734886
2018-07-02,382807.5203602023,0.15633333333333332,0.8936666666666667,0.00911
2018-07-03,263985.5013647156,0.147,0.838,0.00856204143053133
2018-07-04,214564.6753446298,0.139,0.968,0.007857044720328872
2018-07-05,173951.5212885197,0.135,0.884,0.006995009869392631
2018-07-06,143858.64207826945,0.149,0.95,0.006026008529593831
2018-07-07,367230.98938687495,0.127,0.753,0.0052504706121598455
2018-07-08,181046.59037061126,0.127,1.081,0.004718467768961901
2018-07-09,130810.23916867586,0.11533333333333333,0.7786666666666666,0.00443
2018-07-10,95171.78872184834,0.111,0.827,0.00438506730527414
2018-07-11,77801.10234845185,0.113,0.953,0.004583669684784322
2018-07-12,70950.6908209152,0.118,1.036,0.005025807138530546
2018-07-13,89789.32252164098,0.127,1.055,0.005675771346188817
2018-07-14,84896.17143054339,0.123,1.168,0.006319312385815146
2018-07-15,66302.1972843725,0.131,1.265,0.0069207219370855414
2018-07-16,55945.02747488257,0.13833333333333334,1.2446666666666666,0.0074800000000000005
2018-07-17,46974.250474536966,0.143,1.221,0.007997146574558524
2018-07-18,42081.09938343936,0.149,1.242,0.008472161660761111
2018-07-19,37921.92095600641,0.156,1.263,0.008905045258607764
2018-07-20,34252.0576376832,0.178,1.325,0.009290996046334501
2018-07-21,42081.09938343936,0.185,1.078,0.00960120609335744
2018-07-22,49420.82602008576,0.185,1.073,0.009830874077912609
2018-07-23,49420.82602008576,0.20000000000000004,1.1123333333333332,0.009980000000000001
2018-07-24,44527.67492898817,0.195,1.117,0.010048583859619617
2018-07-25,37921.92095600641,0.196,1.241,0.010036625656771459
2018-07-26,35964.66051956736,0.203,1.309,0.009944125391455526
2018-07-27,28869.591437475847,0.194,1.277,0.00980988502886541
2018-07-28,32539.454755799045,0.191,1.402,0.009866716360162653
2018-07-29,28869.591437475847,0.181,1.313,0.010153421350540849
2018-07-30,28869.591437475854,0.17200000000000001,1.3373333333333335,0.01067
2018-07-31,26912.331001036804,0.192,1.626,0.0114164523085401
2018-08-01,30582.194319360005,0.201,1.737,0.012392778276161153
2018-08-02,128689.87369586692,0.238,1.975,0.01359897790286316
2018-08-03,80247.67789400063,0.233,1.822,0.01494908153557508
2018-08-04,54313.97711118336,0.219,1.262,0.015927271255870713
2018-08-05,39634.52383789057,0.206,1.152,0.01644757741067902
2018-08-06,34252.0576376832,0.18099999999999997,1.054,0.01651
2018-08-07,42081.09938343936,0.183,1.229,0.016114539023833658
2018-08-08,77801.10234845185,0.191,1.131,0.01526119448217999
2018-08-09,103000.8304676045,0.214,1.371,0.013949966375038998
2018-08-10,100309.5973675008,0.181,1.28,0.012318891063806561
2018-08-11,272793.1733286912,0.178,0.967,0.011196186716857973
2018-08-12,308757.8338482586,0.198,1.259,0.01071988969558912
2018-08-13,169303.027751977,0.20800000000000002,1.1720000000000002,0.01089
2018-08-14,73881.913757543,0.2225691750655363,1.0517159053350527,0.011706517630090615
2018-08-15,59540.06803089942,0.24505784331648192,0.9903941520894195,0.01316944258586096
2018-08-16,126277.49057204628,0.2754660047528369,0.9880347402631005,0.015278774867311036
2018-08-17,253746.43500830792,0.3087060352449615,1.0336127615468922,0.017905531265259036
2018-08-18,319860.42310362996,0.3142521900150167,1.0609787660855743,0.020275812524614103
2018-08-19,304271.70848533686,0.2870168449333629,1.0591078455699436,0.02226063543619443
2018-08-20,206980.2911534285,0.227,1.028,0.02386
2018-08-21,247104.13010042883,0.167,1.043,0.025073906216030818
2018-08-22,1265858.1872669493,0.26,1.402,0.025902354084286896
2018-08-23,906945.5547349403,0.284,1.308,0.02634534360476823
2018-08-24,352062.2210044724,0.247,0.994,0.026456900936475916
2018-08-25,230712.07394525188,0.209,0.942,0.02656118303341655
2018-08-26,504973.19260127237,0.302,1.163,0.02671221605459124
2018-08-27,737397.8694284083,0.25633333333333336,1.1616666666666668,0.02691
2018-08-28,387782.22396948485,0.215,0.922,0.0271545348696428
2018-08-29,222638.37464494084,0.213,0.804,0.027445820663519662
2018-08-30,140922.7514236109,0.233,0.885,0.027783857381630573
2018-08-31,108383.29666781184,0.212,0.866,0.028168645023975543
2018-09-01,87098.0894215373,0.209,0.936,0.028339227038323565
2018-09-02,75599.18435745793,0.21,0.852,0.028034646872443655
2018-09-03,65568.22462070786,0.19433333333333333,0.838,0.02725490452633579
2018-09-04,56760.552656732165,0.18,0.945,0.026000000000000002
2018-09-05,49420.82602008576,0.176,1.077,0.02426993329343626
2018-09-06,46974.250474536966,0.183,1.13,0.02206470440664458
2018-09-07,44527.67492898817,0.175,1.182,0.01938431333962496
2018-09-08,44527.67492898817,0.164,1.092,0.01639996157667807
2018-09-09,66302.1972843725,0.1575,0.894,0.014138858023607946
2018-09-10,97944.57434013695,0.168,0.9606666666666666,0.012772204164715256
2018-09-11,167345.76731553796,0.251,1.164,0.0123
2018-09-12,137742.20321439745,0.299,0.796,0.012722245529462186
2018-09-13,111074.52976791553,0.197,0.702,0.0140389407531018
2018-09-14,92480.55562174464,0.178,0.757,0.016250085670918856
2018-09-15,77801.10234845185,0.191,0.824,0.018722322661865055
2018-09-16,68748.77282992129,0.163,0.798,0.0208222941048921
2018-09-17,60838.17856598015,0.18066666666666667,0.8826666666666667,0.02255
2018-09-18,51867.401565634565,0.181,0.924,0.023905440347188747
2018-09-19,54313.97711118336,0.167,0.987,0.024888615146458352
2018-09-20,42081.09938343936,0.165,0.985,0.02549952439780881
2018-09-21,42081.09938343936,0.201,1.045,0.025738168101240112
2018-09-22,35964.66051956736,0.159,0.901,0.02560454625675227
2018-09-23,37921.92095600641,0.135,0.92,0.02509865886434528
2018-09-24,37269.500810526726,0.1406666666666667,0.9223333333333333,0.024220505924019142
2018-09-25,64100.279293378575,0.121,0.848,0.02297008743577385
2018-09-26,498489.76740556804,0.1765,0.9564999999999999,0.021347403399609412
2018-09-27,504973.19260127237,0.205,1.149,0.01935245381552583
2018-09-28,304109.34031171585,0.163,0.95,0.016985238683523095
2018-09-29,195970.70119845888,0.154,0.898,0.01424575800360121
2018-09-30,128689.87369586692,0.148,0.798,0.011134011775760181
2018-10-01,108383.29666781184,0.15033333333333332,0.8993333333333334,0.0076500000000000005
