,Flow,TP,TKN,chla
2018-08-28,553692130.2720001,0.342,1.017,0.05723215853099525
2018-08-29,554579351.9136,0.315,1.079,0.05852704711653111
2018-08-30,555517046.9664,0.334,1.344,0.05989466575660758
2018-08-31,556318664.9568,0.304,0.928,0.06133501445122464
2018-09-01,556953114.24,0.285,1.083,0.06213098633943861
2018-09-02,557420394.8159999,0.269,1.134,0.06156547456030583
2018-09-03,557720506.7712001,0.2333333333333333,1.0996666666666668,0.0596384791138263
2018-09-04,557853449.9328,0.229,1.272,0.056350000000000004
2018-09-05,557819224.3872,0.302,1.593,0.05170003721882693
2018-09-06,557617830.1344001,0.217,1.313,0.045688590770307125
2018-09-07,557249267.1744001,0.22,1.457,0.038315660654440566
2018-09-08,556713535.5072,0.20350000000000001,1.1445,0.03003187741168627
2018-09-09,556010635.2192,0.19733333333333336,1.008,0.02354102428479856
2018-09-10,555140566.1376,0.18366666666666664,1.0076666666666667,0.019293731814236468
2018-09-11,554103328.3488,0.193,1.134,0.01729
2018-09-12,552898921.8528,0.2,1.223,0.017529828842089146
2018-09-13,551795483.7792,0.219,1.217,0.020013218340503916
2018-09-14,551061151.344,0.221,1.265,0.024740168495244307
2018-09-15,550695924.5472,0.226,1.252,0.02984485898437485
2018-09-16,550699803.3023999,0.22,1.511,0.03346146948596008
2018-09-17,551072787.696,0.1795,1.1615,0.035590000000000004
2018-09-18,551814877.7279999,0.211,1.443,0.03623045052649462
2018-09-19,552926073.312,0.195,1.278,0.03538282106544392
2018-09-20,554406374.5344,0.143,1.141,0.033047111616847924
2018-09-21,556255781.3088,0.155,1.033,0.029223322180706588
2018-09-22,558474293.7215999,0.163,1.175,0.02500724247197695
2018-09-23,561061911.7728,0.154,1.014,0.02149466220561597
2018-09-24,564018635.3759999,0.152,0.9566666666666667,0.01868558138162365
2018-09-25,567344464.6176,0.181,1.102,0.016579999999999998
2018-09-26,571039399.4112,0.148,0.923,0.015177918060745007
2018-09-27,574644106.3392,0.154,0.975,0.01447933556385868
2018-09-28,577699251.6384,0.173,1.113,0.014484252509341015
2018-09-29,580204835.4815999,0.178,0.963,0.015192668897192015
2018-09-30,582160857.7824,0.201,1.072,0.016604584727411675
2018-10-01,583567318.5408,0.18133333333333335,1.1063333333333334,0.01872
