,Flow,TP,TKN,chla
2018-06-14,1132275.1624799848,0.116,0.661,0.010552122070571856
2018-06-15,959057.6138551298,0.118,0.704,0.011099868626224509
2018-06-16,861194.5920331777,0.111,0.703,0.01171540552878831
2018-06-17,914203.7288534016,0.08900000000000001,0.6646666666666666,0.012398732778263259
2018-06-18,922358.9806718979,0.091,0.665,0.01314985037464936
2018-06-19,3311195.3433457464,0.35400000000000004,1.521,0.013968758317946606
2018-06-20,1565563.6915966773,0.13933333333333334,0.7686666666666667,0.014855456608155005
2018-06-21,1082365.0213507893,0.094,0.712,0.015809945245274546
2018-06-22,1044932.4155038926,0.091,0.724,0.01683222422930524
2018-06-23,1497304.2338758658,0.117,0.777,0.01777365872874983
2018-06-24,1684059.5005194244,0.143,0.8016666666666666,0.018485613912111058
2018-06-25,1224511.0605471744,0.088,0.709,0.018968089779388936
2018-06-26,1020222.0024938498,0.082,0.479,0.019221086330583448
2018-06-27,2049740.9920607847,0.122,0.793,0.019244603565694605
2018-06-28,3096549.1154829315,0.20733333333333334,1.0343333333333333,0.019038641484722403
2018-06-29,1904414.404655186,0.119,0.72,0.018603200087666836
2018-06-30,1389410.2523171636,0.094,0.778,0.017938279374527917
2018-07-01,1220025.6720470018,0.12200000000000001,1.0530000000000002,0.017043879345305633
2018-07-02,1758109.1870313678,0.177,1.166,0.01592
2018-07-03,2367918.1417594063,0.14550000000000002,0.40800000000000003,0.014566641338611002
2018-07-04,2832237.404045476,0.2876666666666667,1.4556666666666667,0.012983803361138649
2018-07-05,3366487.9506751494,0.334,1.6863333333333335,0.011171486067582934
2018-07-06,8538548.653965313,0.7266666666666667,2.896333333333333,0.009203211422586179
2018-07-07,2377582.1151643237,0.187,1.052,0.00752011121400228
2018-07-08,1786978.778468844,0.15350000000000003,0.802,0.006195707406473553
2018-07-09,1834688.7666016025,0.1558685498851658,0.8098180236033992,0.00523
2018-07-10,1536938.7577137568,0.123,0.761,0.004622988994581617
2018-07-11,1333628.329878651,0.11,0.727,0.004374674390218409
2018-07-12,1184142.5640456192,0.095,0.701,0.004485056186910373
2018-07-13,1020222.0024938498,0.079,0.717,0.004907327295183429
2018-07-14,897893.2252164097,0.074,0.691,0.005360645178193092
2018-07-15,824495.9588499457,0.073,0.682,0.0057982027464652825
2018-07-16,769325.6802978202,0.096,0.76175,0.00622
2018-07-17,1328572.0737511835,0.15366666666666665,0.89,0.006626036938797244
2018-07-18,1032454.8802215938,0.076,0.782,0.007016313562857015
2018-07-19,670117.0419258163,0.064,0.782,0.007390829872179312
2018-07-20,589869.3640318158,0.064,0.774,0.007738947255292835
2018-07-21,680148.0016625664,0.073,0.803,0.007996834043369774
2018-07-22,629993.2029788161,0.071,0.785,0.00815385162493883
2018-07-23,691157.5916175361,0.07533333333333334,0.7496666666666667,0.00821
2018-07-24,1119797.627197686,0.104,0.897,0.008165279168553287
2018-07-25,744737.5960650549,0.092,0.85,0.008019689130598686
2018-07-26,690912.9340629812,0.088,0.82,0.007773229886136205
2018-07-27,2269606.5810874375,0.3073333333333333,1.4313333333333331,0.007452458560814665
2018-07-28,812263.0811222018,0.109,0.793,0.007216717908527036
2018-07-29,733972.6636646402,0.107,0.756,0.00709256505492215
2018-07-30,716031.1096639489,0.09800000000000002,0.8226666666666667,0.00708
2018-07-31,723207.7312642254,0.096,0.783,0.007179022743760591
2018-08-01,861194.5920331777,0.098,0.737,0.007389633286203921
2018-08-02,848961.7143054336,0.094,0.738,0.007711831627329991
2018-08-03,800030.2033944577,0.092,0.771,0.008123240155329376
2018-08-04,755502.5284654696,0.089,0.79,0.008489593199345552
2018-08-05,656987.0864980378,0.11966666666666669,0.8716666666666667,0.008788513147569095
2018-08-06,787797.3256667136,0.077,0.733,0.00902
2018-08-07,2868120.512046858,0.41333333333333333,1.7376666666666667,0.00918405375663827
2018-08-08,946824.7361273858,0.097,0.73,0.009280674417483904
2018-08-09,885660.3474886657,0.096,0.872,0.009309861982536907
2018-08-10,680148.0016625664,0.084,0.76,0.00928014132353559
2018-08-11,787797.3256667136,0.097,0.753,0.009242661670909839
2018-08-12,922358.9806718979,0.052,0.688,0.009205947896397976
2018-08-13,1007989.1247661059,0.08299999999999999,0.72,0.00917
2018-08-14,1076942.1602945076,0.11023635511274535,0.7478762318996953,0.009134817981715906
2018-08-15,1134667.6595098753,0.11555071699597745,0.7482772553488881,0.009100401841545699
2018-08-16,1181165.622412209,0.09894308564969627,0.7212030703475781,0.009066751579489378
2018-08-17,1142722.167978265,0.07812587971459371,0.6794170919356953,0.00905754455651831
2018-08-18,945623.4151848009,0.07081151783136164,0.6356827351531693,0.009214844938460708
2018-08-19,589869.3640318158,0.077,0.59,0.009562330086287936
2018-08-20,589869.3640318158,0.115,0.612,0.0101
2018-08-21,2965249.561205146,0.241,1.038,0.010827854679596892
2018-08-22,2366939.5115411873,0.1925,1.2890000000000001,0.011745894125078623
2018-08-23,1130317.9020435459,0.15949999999999998,0.6515,0.012854118336445184
2018-08-24,690912.9340629812,0.151,0.715,0.014088468888374952
2018-08-25,589869.3640318158,0.14,0.7,0.015064595228938155
2018-08-26,2128928.487218381,0.31,1.0679999999999998,0.015718438932813168
2018-08-27,1912324.9989191275,0.21,0.465,0.016050000000000002
2018-08-28,1044932.4155038926,0.124,0.657,0.016059278430498636
2018-08-29,1550150.26565972,0.261,1.09,0.015746274224309086
2018-08-30,1888674.768645489,0.20466666666666666,0.7683333333333332,0.015110987381431348
2018-08-31,787797.3256667136,0.112,0.613,0.01415341790186542
2018-09-01,660086.0821890663,0.12,0.647,0.013252921184566314
2018-09-02,599900.3237685659,0.105,0.603,0.012788852628489042
2018-09-03,604059.5021959988,0.18033333333333332,0.8069999999999999,0.012761212233633603
2018-09-04,1144752.6977622835,0.183,0.852,0.01317
2018-09-05,640024.1627155662,0.141,0.764,0.014015215927588228
2018-09-06,2021850.0308415287,0.307,1.039,0.015296860016398288
2018-09-07,1119797.627197686,0.158,0.665,0.017014932266430187
2018-09-08,1144752.6977622835,0.179,0.721,0.019023891802606847
2018-09-09,3950240.875843093,0.297,0.9663333333333334,0.0204504933744659
2018-09-10,11272189.063525174,0.577,2.083,0.02114919610693029
2018-09-11,6356203.267335784,0.30500000000000005,1.1715,0.02112
2018-09-12,5064411.379286017,0.258,0.894,0.020362905053675044
2018-09-13,3253945.4755799044,0.214,0.842,0.01887791126795541
2018-09-14,2921211.201385268,0.179,0.886,0.01666501864284111
2018-09-15,2302716.9034705306,0.148,0.862,0.014203232985984339
2018-09-16,1919012.3054102943,0.125,0.8373333333333334,0.011971560105037301
2018-09-17,1631865.8888810498,0.113,0.762,0.009970000000000001
2018-09-18,1550150.26565972,0.101,0.723,0.008198552670872437
2018-09-19,1919338.5154830336,0.116,0.755,0.006657218117654607
2018-09-20,1484092.7259299024,0.101,0.737,0.005345996340346511
2018-09-21,996698.5096075764,0.08322388686490902,0.712747463512497,0.004264887338948151
2018-09-22,624282.8241791499,0.06916663272047258,0.6933999797770399,0.0034138911134595266
2018-09-23,366845.66964462335,0.05882823756669074,0.6789575487936291,0.002793007663880639
2018-09-24,224387.04600399628,0.05220870140356344,0.6694201705622644,0.002402236990211485
2018-09-25,196906.95325726946,0.04930802423109071,0.6647878450829455,0.0022415790924520678
2018-09-26,284405.3914044419,0.05012620604927252,0.665060572355673,0.0023110339706023846
2018-09-27,486882.3604455141,0.0546632468581089,0.6702383523804463,0.0026106016246624365
2018-09-28,804337.8603804861,0.06291914665759983,0.6803211851572655,0.0031402820546322244
2018-09-29,1236771.8912093581,0.07489390544774534,0.6953090706861311,0.0039000752605117474
2018-09-30,1784184.4529321291,0.09058752322854538,0.7152020089670424,0.004889981242301007
2018-10-01,2446575.5455488004,0.11,0.74,0.006110000000000001
